,Tracked,0.1716078,0.09776213,1.940896,1076.936,495.3401,Tracked,0.1855883,0.4190219,1.95268,1082.427,322.3751,Tracked,0.1977815,0.7253818,1.951823,1087.789,157.0756,Tracked,0.1926003,0.8581628,1.927014,1086.105,79.49935,Tracked,0.02023031,0.6043704,1.948591,992.6223,222.2359,Tracked,-0.1511453,0.4826557,1.889595,898.6403,280.3692,Tracked,-0.1505558,0.6798244,1.813616,895.8524,154.5047,Tracked,-0.1486311,0.7587962,1.803495,896.3293,106.1055,Tracked,0.3546194,0.5862028,1.916149,1176.866,225.8036,Tracked,0.3834102,0.3350883,1.932902,1191.717,365.1212,Tracked,0.3816802,0.1139269,1.845769,1202.929,482.5263,Tracked,0.369334,0.03848851,1.807513,1201.351,525.1208,Tracked,0.09137307,0.0968282,1.90817,1034.716,495.2471,Tracked,0.0860192,-0.2761687,1.973349,1030.68,696.6857,Tracked,0.1119013,-0.6325716,2.025079,1043.646,879.5203,Tracked,0.0859558,-0.7031366,1.952143,1033.197,930.5754,Tracked,0.2452586,0.09497607,1.898667,1120.508,495.4061,Tracked,0.283271,-0.2841616,1.913991,1141.788,704.7473,Tracked,0.2917958,-0.6342252,1.987096,1141.005,885.7929,Tracked,0.2901445,-0.7041461,1.906774,1148.275,939.0893,Tracked,0.1950435,0.6507974,1.954212,1086.463,197.7267,Tracked,-0.1298394,0.8075157,1.784799,906.6153,72.62614,Tracked,-0.09300132,0.7738167,1.776256,928.3837,90.27222,Tracked,0.3886351,-0.03185052,1.769647,1218.446,566.4098,Tracked,0.3352261,-0.01875107,1.8115,1181.275,558.6127

,Tracked,0.1713667,0.09754618,1.94058,1076.826,495.4496,Tracked,0.1852436,0.4188347,1.952397,1082.26,322.4443,Tracked,0.1973859,0.7252713,1.951679,1087.586,157.1072,Tracked,0.1920528,0.8577582,1.926811,1085.821,79.67207,Tracked,0.019917,0.6041595,1.948339,992.4587,222.3084,Tracked,-0.1506194,0.4811088,1.889669,898.942,281.241,Tracked,-0.1508303,0.6783178,1.813793,895.7043,155.4195,Tracked,-0.1499334,0.7575118,1.803027,895.5574,106.7445,Tracked,0.3542642,0.5861086,1.916042,1176.684,225.8384,Tracked,0.3833373,0.3345887,1.932572,1191.72,365.362,Tracked,0.381579,0.1089267,1.843221,1203.237,485.2907,Tracked,0.3692103,0.03590528,1.808821,1201.114,526.6429,Tracked,0.09122391,0.09666368,1.908015,1034.641,495.3343,Tracked,0.0859448,-0.276018,1.972954,1030.655,696.6348,Tracked,0.1120521,-0.6327457,2.024934,1043.731,879.6348,Tracked,0.08582465,-0.7033719,1.952068,1033.13,930.7194,Tracked,0.2449162,0.09471565,1.898176,1120.362,495.538,Tracked,0.2831965,-0.2848025,1.913476,1141.8,705.1439,Tracked,0.2915179,-0.6345965,1.986953,1140.873,886.0174,Tracked,0.2902399,-0.7045441,1.906516,1148.356,939.3642,Tracked,0.1946493,0.6506609,1.954022,1086.265,197.7671,Tracked,-0.1316215,0.8070201,1.784526,905.557,72.84963,Tracked,-0.09412968,0.77198,1.781003,927.795,92.58617,Tracked,0.3847798,-0.03579573,1.770344,1216.071,568.7685,Tracked,0.3379603,0.02182673,1.829652,1180.412,535.1323

,Tracked,0.1711879,0.09744021,1.940346,1076.744,495.5014,Tracked,0.184786,0.4187196,1.952132,1082.031,322.477,Tracked,0.1965638,0.7251964,1.951499,1087.156,157.1132,Tracked,0.191559,0.8575044,1.926471,1085.576,79.72895,Tracked,0.01970223,0.6041209,1.948157,992.3463,222.2994,Tracked,-0.1500939,0.4799871,1.889559,899.2364,281.8495,Tracked,-0.1511906,0.6772531,1.81386,895.5013,156.0539,Tracked,-0.1506317,0.7568296,1.80285,895.1458,107.1015,Tracked,0.3540171,0.5861098,1.915882,1176.567,225.8114,Tracked,0.3835544,0.3338886,1.932089,1191.901,365.6965,Tracked,0.3817693,0.1089827,1.843269,1203.339,485.2597,Tracked,0.3686664,0.03159532,1.810866,1200.542,529.178,Tracked,0.09111451,0.09658147,1.907862,1034.587,495.3759,Tracked,0.08557396,-0.2769221,1.972821,1030.465,697.1315,Tracked,0.112092,-0.6328937,2.024941,1043.753,879.7112,Tracked,0.08570132,-0.7033478,1.951578,1033.082,930.8034,Tracked,0.2446684,0.09459001,1.897882,1120.251,495.6005,Tracked,0.2831195,-0.2848895,1.913207,1141.784,705.2142,Tracked,0.2916203,-0.6345939,1.986581,1140.962,886.0789,Tracked,0.2903061,-0.7049128,1.906603,1148.386,939.5519,Tracked,0.1939183,0.6505661,1.953801,1085.886,197.7802,Tracked,-0.1327551,0.8056213,1.784257,904.8856,73.60715,Tracked,-0.09400858,0.7805558,1.772364,927.6975,85.25546,Tracked,0.3827379,-0.03895139,1.779681,1213.512,570.5435,Tracked,0.3196649,0.04783024,1.810182,1172.07,519.9214

,Tracked,0.1709599,0.09709028,1.939691,1076.663,495.6743,Tracked,0.1843396,0.4184387,1.951569,1081.828,322.5646,Tracked,0.1959476,0.7250152,1.951112,1086.851,157.1349,Tracked,0.1910485,0.8572302,1.925958,1085.333,79.75506,Tracked,0.01933877,0.6038609,1.947819,992.1572,222.3842,Tracked,-0.15052,0.4800192,1.888676,898.972,281.7081,Tracked,-0.1513213,0.6773877,1.813294,895.4061,155.8532,Tracked,-0.1502163,0.7554235,1.800566,895.3188,107.3631,Tracked,0.3535321,0.5860558,1.915436,1176.353,225.7672,Tracked,0.383752,0.3334344,1.931599,1192.07,365.8968,Tracked,0.3824874,0.1080902,1.842184,1203.899,485.7294,Tracked,0.3698329,0.02908605,1.813718,1200.845,530.6621,Tracked,0.09092166,0.09621758,1.906991,1034.518,495.5532,Tracked,0.0854665,-0.2766349,1.972306,1030.426,697.0166,Tracked,0.111987,-0.6322815,2.024736,1043.704,879.4236,Tracked,0.08583397,-0.702802,1.951112,1033.171,930.5961,Tracked,0.2444263,0.09426993,1.897447,1120.156,495.7669,Tracked,0.2829723,-0.2848659,1.912431,1141.779,705.2653,Tracked,0.2912624,-0.6335203,1.985783,1140.841,885.6416,Tracked,0.2906081,-0.7048889,1.907562,1148.456,939.3397,Tracked,0.1933343,0.6503539,1.953358,1085.602,197.8164,Tracked,-0.1315462,0.8049592,1.782926,905.5656,73.64117,Tracked,-0.09501395,0.7710728,1.776765,927.2089,92.03638,Tracked,0.3846906,-0.0412357,1.781607,1214.398,571.8636,Tracked,0.3232152,0.02242335,1.812,1174.037,534.7104

,Tracked,0.1709395,0.09694707,1.939403,1076.67,495.7443,Tracked,0.1841335,0.4182903,1.951258,1081.738,322.6092,Tracked,0.1955361,0.724883,1.95083,1086.648,157.1506,Tracked,0.1904939,0.8569953,1.925519,1085.061,79.77763,Tracked,0.01920705,0.6038113,1.947618,992.09,222.3775,Tracked,-0.150644,0.4799871,1.8884,898.8947,281.6872,Tracked,-0.1514718,0.6773533,1.81301,895.3093,155.812,Tracked,-0.1515816,0.755735,1.800957,894.5309,107.2794,Tracked,0.3531847,0.5859647,1.915093,1176.202,225.7604,Tracked,0.3837509,0.3327907,1.931278,1192.112,366.2169,Tracked,0.3846994,0.09546554,1.839114,1205.64,492.843,Tracked,0.3708613,0.02442081,1.818995,1200.751,533.4133,Tracked,0.09093459,0.0960574,1.90666,1034.54,495.6325,Tracked,0.08510679,-0.2774565,1.972133,1030.244,697.4722,Tracked,0.11206,-0.632311,2.024793,1043.74,879.4293,Tracked,0.08648818,-0.7027403,1.95033,1033.557,930.7123,Tracked,0.2443778,0.09414968,1.897228,1120.149,495.8277,Tracked,0.2826315,-0.2850903,1.912193,1141.615,705.4103,Tracked,0.2911904,-0.6336946,1.986111,1140.773,885.6795,Tracked,0.2904862,-0.7043207,1.906261,1148.518,939.2903,Tracked,0.1929717,0.6502123,1.953059,1085.428,197.8399,Tracked,-0.1383777,0.8048202,1.783746,901.5509,73.95522,Tracked,-0.0963834,0.7733083,1.777243,926.395,90.83569,Tracked,0.3858662,-0.04737956,1.791857,1213.638,575.3429,Tracked,0.3259226,-0.00426165,1.811167,1175.839,550.2207

,Tracked,0.1709854,0.09691944,1.939244,1076.705,495.7547,Tracked,0.1839683,0.4182608,1.951095,1081.659,322.6066,Tracked,0.1949636,0.7248629,1.950664,1086.351,157.1293,Tracked,0.1899938,0.8569485,1.925343,1084.8,79.76132,Tracked,0.01885141,0.6037966,1.947557,991.8989,222.3761,Tracked,-0.1500005,0.4785663,1.888336,899.2576,282.4692,Tracked,-0.1519131,0.675938,1.812973,895.0568,156.628,Tracked,-0.1522845,0.7553827,1.800866,894.1175,107.465,Tracked,0.3531809,0.5859684,1.915066,1176.203,225.7537,Tracked,0.383892,0.3317473,1.931219,1192.2,366.7791,Tracked,0.3864409,0.0891973,1.840165,1206.523,496.455,Tracked,0.3715485,0.02137535,1.826082,1200.209,535.2284,Tracked,0.09099359,0.0960239,1.906591,1034.575,495.6489,Tracked,0.08500286,-0.2776161,1.97199,1030.194,697.5691,Tracked,0.1119637,-0.6322145,2.024757,1043.691,879.3851,Tracked,0.08643563,-0.7026222,1.949938,1033.544,930.7252,Tracked,0.2443905,0.09413345,1.896955,1120.179,495.829,Tracked,0.2826537,-0.2852052,1.911963,1141.651,705.4926,Tracked,0.2910697,-0.6330716,1.985698,1140.745,885.4166,Tracked,0.2904645,-0.7042977,1.906684,1148.463,939.1906,Tracked,0.1925206,0.6501849,1.952882,1085.197,197.824,Tracked,-0.1364234,0.8047454,1.783773,902.7073,74.00292,Tracked,-0.09528434,0.7736527,1.779434,927.0799,91.19432,Tracked,0.3869763,-0.05360959,1.799337,1213.245,578.8797,Tracked,0.3212343,0.02277024,1.811362,1172.961,534.5118

